video_id,instance_id,query,short_query
Zzn0EYnVuzQ,3,girl in school uniform standing on right,girl in school uniform on right
Zzn0EYnVuzQ,4,a boy in green and yellow is standing on the right back,a boy in green and yellow on the right back
_-XnmNIppqQ,0,baby is lying on the cover,baby 
_0djE279Srg,0,the dog is walking,the dog 
_0djE279Srg,1,Man in the black suit walking with the dog,Man in the black suit 
_1MUXIam4lA,0,racing car running first,racing car
_1MUXIam4lA,1,the top car on right is moving,the top car on right
_1MUXIam4lA,2,blue racing car running third,blue racing car
_1MUXIam4lA,3,Red Bull racing car is following three cars ahead,Red Bull racing car
_1MUXIam4lA,4,car driving at the fifth position,car at the fifth position
_1UY2k5Mu3o,0,brown dog eating,brown dog 
_1UY2k5Mu3o,1,Fury white dog eating food from the floor,Fury white dog 
_4JOpIKy0rA,0,Bald guy is crawling on the black cover,Bald guy
_4dhGTo0z84,0,a black dog is walking in the water,a black dog
_97vl6lo9-w,0,Girl in the red jumping on the ball,Girl in the red
_97vl6lo9-w,1,girl in white bouncing up and down with a red ball,girl in white
_97vl6lo9-w,2,red ball jumping with a girl in white,red ball 
_97vl6lo9-w,3,Pink air ball bouncing on the left,Pink air ball  on the left
_CJ7ZCV-cSA,0,baby crawling on the cover,baby 
_CLm13C-tWU,0,black dog rolling on the floor,black dog
_DIMJ2eENow,0,bird rolling on the carpet,bird
_E7Z6KeLexs,0,player in red shirt throwing a ball,player in red shirt 
_E7Z6KeLexs,1,A football is thrown by a man,A football 
_E7Z6KeLexs,2,Referee standing behind the goal line,Referee 
_ET-TppjuA0,0,a black car on the left of lane nearby a yellow car is racing in formula 1,a black car 
_ET-TppjuA0,1,a yellow car is moving in the middle,a yellow car  in the middle
_ET-TppjuA0,2,a yellow car is moving in front of other cars,a yellow car in front of other cars
_ET-TppjuA0,3,the racing car is starting the race,the racing car 
_ET-TppjuA0,4,Blue car starting from the second row on the grid,Blue car 
_ET-TppjuA0,5,Black formula car riding in the middle of the peloton,Black formula car 
_ET-TppjuA0,6,a car in the middle is moving,a car in the middle 
_ET-TppjuA0,7,Burgundy car starting in the back of the grid,Burgundy car 
_EbeCObU_jM,0,Brown dog walking in the forest with cat and man,Brown dog 
_EbeCObU_jM,1,black cat walking next to a dog,black cat 
_GBDwk5uTRc,0,a small cat is running around,a small cat
_GBDwk5uTRc,1,a man is moving a stick,a man 
_GBTlc0ZZ7c,0,baby is climbing a leather couch,baby
_HmK9H5C3c0,0,man crawling on the lawn,man
_I0h3GB5VwI,0,bird jumping on the tree,bird
_IEDFi1vjSQ,0,a baby is climbing up a baby carriage,a baby 
_IY9DImVDSU,0,bird flying,bird 
_Ih9BnYFjVA,0,the cat is playing fetch,the cat
_K7rv_vFOWM,0,man in red top crawling,man in red top
_KIlkrVZb-g,0,man in yellow shirt running first,man in yellow shirt 
_Lyt-IwXCSo,0,a green bird is jumping over a stick,a green bird
_Lyt-IwXCSo,1,yellow bird standing on the bottom left,yellow bird on the bottom left
_Lyt-IwXCSo,2,a green bird flying through an abacus,a green bird 
_N5-86FVoTA,0,a bird is jumping up and down,a bird 
_O6VsB_6RII,0,woman in green top standing on the left,woman in green top on the left
_O6VsB_6RII,1,dog is walking around red cones,dog
_O6VsB_6RII,2,Woman walking with the dog around the cones,Woman 
_O6VsB_6RII,3,a dog is being held by its owner inside a house ,a dog
_P1Y6b1RXM0,0,topless man running,topless man
_P1Y6b1RXM0,1,a man is biking,a man 
_PbqYUB4Tv4,0,a woman in black uniform is doing some gymnastics ,a woman in black uniform 
_QM5l330QDw,0,white cat jumping above the window,white cat
_QM5l330QDw,1,Girl in pink jacket standing near the wardrobe,Girl in pink jacket 
_Qtg1JGMF6U,0,a man is climbing up a tree,a man
_Qtg1JGMF6U,1,black car standing on the beach,black car 
_S_Mt0Rvgcs,0,a girl with black shirt on the left is walking,a girl with black shirt on the left
_S_Mt0Rvgcs,1,a girl with pink bag is walking outside,a girl with pink bag
_S_Mt0Rvgcs,2,boy in stripe shirt standing on the right,boy in stripe shirt on the right
_Sgtq0dC_2E,0,bird jumping in the cage,bird 
_TbpSSqZ7Eo,0,bird rolling,bird 
_UjJCWQ5BvY,0,a red car is rolling and flying on the air,a red car 
_WEMtYj2pJc,0,a cat is trying to reach something ,a cat
_WytjbKhj58,0,a boy is eating on the left,a boy on the left
_WytjbKhj58,1,a man in orange is eating sandwich on the right,a man in orange on the right
_XIfANhA9b4,0,a white dog is running in a green field,a white dog 
_XzGZhWHhg4,0,Guy is eating a dry beetle,Guy 
_Z7_Ug7dj_A,0,black furry dog crawling on the floor,black furry dog
__KkKB4wzrY,0,White bird is flying in the sky,White bird 
_a2OKQV_jE8,0,Cat climbing the wall,Cat 
_aJOs5B9T-Q,0,a person in red shirt is standing,a person in red shirt 
_aJOs5B9T-Q,1,a man in white shirt is running,a man in white shirt
_aJOs5B9T-Q,2,guy in black clothes sitting on the grass,guy in black clothes 
_caOk6lycb0,0,a brown dog is walking outside in the ocean,a brown dog
_eTxQLfIUNY,0,a man is climbing up a wall,a man 
_exbaQIbJNU,0,red car running on sand,red car 
_fHAFq7CtHE,0,gray cat jumping,gray cat 
_fHAFq7CtHE,1,cat walking on the bottom right,cat on the bottom right
_hBrf7eFC60,0,baby boy bouncing a basketball,baby boy 
_hBrf7eFC60,1,the basketball is dribbled by a kid,the basketball 
_hadwgFinRU,0,woman in orange shirt standing on the left,woman in orange shirt on the left
_hadwgFinRU,1,a person is sitting in the middle,a person in the middle
_hadwgFinRU,2,woman in pink top and black pants standing on the left,woman in pink top and black pants on the left
_hadwgFinRU,3,girl in white shirt jumping,girl in white shirt 
_hadwgFinRU,4,the man is watching a woman jump,the man 
_hadwgFinRU,5,man in blue top and red shorts standing in the middle,man in blue top and red shorts in the middle
_hadwgFinRU,6,Guy in the white shirt and black pants standing in the middle of crowd,Guy in the white shirt and black pants
_hadwgFinRU,7,woman in pink standing on the left,woman in pink on the left
_hadwgFinRU,8,a person in blue shirt is standing in front of the camera,a person in blue shirt
_j2ZNVbhm84,0,cat rolling on the floor,cat
_lJEBTdEONk,0,a guy with the uniform is jumping a hurdle in a gymnasium,a guy with the uniform 
_lRJuoI0r5o,0,a baby is rolling,a baby 
_mKGq6B7B0A,0,a white cat is rolling on the ground,a white cat 
_nP51kn7bnc,0,a cat is crawling through a building,a cat 
_p2yoGDYjvc,0,the bird is walking,the bird
_pCjfKChc_4,0,a dog is rolling on the grass,a dog 
_pGJ9AMRjn0,0,a white and brown cat is walking inside a rotating wheel,a white and brown cat
_qS7PaxHBAk,0,bowling ball rolling on the track,bowling ball 
_rQtB4lwYBk,0,a black cat is walking,a black cat
_rQtB4lwYBk,1,Brown dog is lying on the floor,Brown dog 
_smmpMME17E,0,man in blue shirt eating,man in blue shirt 
_t3Ppwfq4VU,0,a man is throwing a green ball,a man
_t3Ppwfq4VU,1,White dog is jumping into the water,White dog
_v9WCrS-hD8,0,parrot rolling,parrot 
_v9WCrS-hD8,1,a colorful parrot is rolling in the ground,a colorful parrot 
_vx1OVLX5Rc,0,the cat is jumping up into a window,the cat 
_xN8dVKiiCI,0,the hound is walking,the hound
_xO1YgfhZBo,0,man throwing a ball,man
_xO1YgfhZBo,1,a dark ball is flying on the air,a dark ball 
_z667v_JmG8,0,yellow ball rolling with a brown dog,yellow ball 
_z667v_JmG8,1,Brown dog pushing yellow ball,Brown dog 
_z667v_JmG8,2,a black dog on the left is watching,a black dog on the left
_zDiMvRtHhc,0,Car is riding on the racing track,Car 
_zDiMvRtHhc,1,racing car running in distance,racing car 
a2HjLtnVDaY,0,woman walking with dogs,woman 
a2HjLtnVDaY,1,the big dog is walking the small dog,the big dog 
a2HjLtnVDaY,2,small black dog walking with the big dog,small black dog 
a2HjLtnVDaY,3,black dog walking on the front left,black dog on the front left
a2HjLtnVDaY,4,white car parking on the top right,white car on the top right
a2HjLtnVDaY,5,a black car is parked,a black car 
a3MZo4roH3w,0,a baby is walking,a baby 
a3T8efzPYd8,0,a green car is jumping up and down,a green car 
a3T8efzPYd8,1,the man is watching a car jump up and down,the man
a4TQzOsz3qY,0,a street basket player is doing a trick outside ,a street basket player
a4TQzOsz3qY,1,basketball flying into the basket,basketball
a5l_BsMgTcU,0,Green parrot sitting on the arm of the sofa,Green parrot
a6r0gvnW1-E,0,bay is lying in the bed,bay
a8gUOdY672I,0,Green parrot is climbing a rope,Green parrot 
a8gUOdY672I,1,Blue parrot is standing on top of the cage,Blue parrot 
aB8Qj8ZVvJw,0,baby in red shirt crawling on the wooden parquet,baby in red shirt 
aB8Qj8ZVvJw,1,a woman in red shirt is sitting on the right,a woman in red shirt on the right
aHQL_mFJ_Rw,0,a baby is crawling using a doom like tool,a baby
aHQL_mFJ_Rw,1,a man is sitting on the left,a man on the left
aHrV6HXHyYc,0,Gray parrot climbing the rope,Gray parrot
aHrV6HXHyYc,1,a small white bird is standing on the floor,a small white bird
aHrV6HXHyYc,2,Yellow bird standing at the bottom of something,Yellow bird
aIJGINPnwzc,0,Soldier in front creeping in the dirt,Soldier in front
aIJGINPnwzc,1,the soldier is crawling under barbed wire,the soldier
aInHQoGJFGw,0,Baby rolling on the bed,Baby 
aJ8_FDuKI5U,0,a cat is climbing up a man's leg,a cat
aKHkgKPrI78,0,a baby is walking,a baby
aKMEXYjIzMc,0,dog running on the road,dog 
aKf44qrlTJI,0,a cat is eating food,a cat 
aLHU-RHfHtw,0,the corgi is rubbing grass on its back,the corgi
aM-FQnW2sHE,0,a woman in black on the left is rubbing something to a man,a woman in black on the left 
aM-FQnW2sHE,1,Man in red shorts crawling on the grass,Man in red shorts 
aMHCqrHTkRI,0,a baby is sitting in a mattress,a baby 
aMHCqrHTkRI,1,a black cat is walking and jumping on the right,a black cat  on the right
aO9LNom2wa0,0,a cat is walking nearby a LCD screen,a cat 
aO9LNom2wa0,1,globe standing on the desk,globe 
aPzxPEBaF2Y,0,Half naked guy in white shirt walking in the back,Half naked guy in white shirt in the back
aPzxPEBaF2Y,1,a man is walking in the middle of stage,a man 
aQa84Z-L2Qc,0,a dog is crawling,a dog 
aSwtv3Go81M,0,Baby with black hair on the right creeping on blue floor,Baby with black hair on the right 
aSwtv3Go81M,1,woman crouching on the right,woman on the right
aSwtv3Go81M,2,an asian guy on the left is being held by someone ,an asian guy on the left 
aSwtv3Go81M,3,Woman in white black striped blouse is sitting on the blue floor,Woman in white black striped blouse
aSwtv3Go81M,4,a girl in white shirt is sitting on the left,a girl in white shirt on the left
aSwtv3Go81M,5,a man in black cloth is walking on the behind,a man in black cloth 
aSyb2wedmBc,0,Baby rolling on the bed,Baby 
aUOitI-Pgog,0,the left person in red is standing,the left person in red
aUOitI-Pgog,1,Guy in black shirt shooting the ball from the free throw line,Guy in black shirt 
aUOitI-Pgog,2,the man in red shirt on the right is standing,the man in red shirt on the right
aUOitI-Pgog,3,The ball is flying to the basket,The ball 
aVZBN6sjZR0,0,bird eating worm on the grass,bird 
aYbZ5DFWN0c,0,black dog walking on the left,black dog on the left
aYbZ5DFWN0c,1,a white dog on the right side of the left man is walking,a white dog 
aYbZ5DFWN0c,10,the cars are driving past,the cars
aYbZ5DFWN0c,2,a man on the left is watching his phone,a man on the left 
aYbZ5DFWN0c,3,woman in blue blouse walking with dogs,woman in blue blouse 
aYbZ5DFWN0c,4,large brown dog is walking in the group of the dogs on the right,large brown dog
aYbZ5DFWN0c,5,white dog on the right is walking in large group of dogs,white dog on the right
aYbZ5DFWN0c,6,the second dog from the right is walking,the second dog from the right
aYbZ5DFWN0c,7,person with gray clothes walking away,person with gray clothes 
aYbZ5DFWN0c,8,white fluffy dog is walking on the left,white fluffy dog on the left
aYbZ5DFWN0c,9,Guy in the green hoodie walking in the back,Guy in the green hoodie in the back
aYgaAnvJMSg,0,a man in blue is rolling on the ground,a man in blue
aab2qf7bZoI,0,baby in orange walking,baby in orange 
abgBM_jecSE,0,a bird is walking,a bird 
acveK29W2C4,0,red car running on the road,red car
ad1Hqh9ZJQw,0,woman in black pants running with a cat,woman in black pants 
ad1Hqh9ZJQw,1,black cat running with a woman,black cat
adGVV_EYiq4,0,girl eating noodles,girl
adTkwZbovD0,0,Furry white dog eating something in its claws,Furry white dog 
adgdh4LAb4c,0,a metallic ball is moving in a maze,a metallic ball 
aeXzdiPANQA,0,a brown and white dog is eating a big bone,a brown and white dog
afEOCnXsTk4,0,man in white top jumping into the sand pit,man in white top 
afEOCnXsTk4,1,man in black walking cross the running track,man in black 
afEOCnXsTk4,2,the right person is walking away from the camera on the left,the right person 
afOL3SR5CM4,0,pink ball is rolling on the floor,pink ball
afOL3SR5CM4,1,man in black walking next to a girl,man in black
afOL3SR5CM4,2,girl rolling a ball,girl 
agk1Pgo2jWY,0,a black and white cat is jumping,a black and white cat
agp8AYCf3wE,0,a baby in green is rolling on the floor,a baby in green 
ahdNye4F3Us,0,man crawling on the floor,man 
aiiaCN0dEPg,0,a cat is jumping to catch a toy,a cat 
ajIp04t9-zc,0,a man is watching on the left,a man on the left
ajIp04t9-zc,1,the boy on the right is eating,the boy on the right 
akafnWXI0mo,0,a man is standing in the middle,a man in the middle
akafnWXI0mo,1,blue car jumping up and down on the right,blue car on the right
akafnWXI0mo,2,the orange car is jumping up and down,the orange car 
akafnWXI0mo,3,a man in black is standing on the right side of the blue car,a man in black 
akafnWXI0mo,4,man in gray coat  operating the car,man in gray coat
an59x9ANZL8,0,Guy playing basketball alone on the court,Guy 
an59x9ANZL8,1,a ball is flying toward the basket,a ball 
an59x9ANZL8,2,the left dark ball is sitting on the floor,the left dark ball 
aocdTVLO7aM,0,a white bowling ball is moving,a white bowling ball
aocdTVLO7aM,1,man throwing a bowling ball,man 
aon3IF_qxno,0,a baby in white shirt start walking,a baby in white shirt 
aon3IF_qxno,1,the person on the right is squatting,the person on the right
apScPGgLTms,0,bird eating in the middle,bird in the middle
apUrSD1-O2Q,0,man in sports suit is rolling on the grass,man in sports suit 
arUMyPmo3kw,0,baby crawling on the floor,baby 
arbeDZSEal8,0,cat rolling on the couch,cat
as5iYPsSGXg,0,baby is rolling in his bed,baby 
asmj57g4gQk,0,Dog is jumping in to the swimming pool,Dog 
atgXRy1ZqAs,0,Brown sparrow eating grains from the grass,Brown sparrow 
auUUYQQGcvw,0,baby crawling,baby 
auySLSmpj8Q,0,Guy in white shirt shooting the ball on the basketball court,Guy in white shirt 
auySLSmpj8Q,1,Ball flying to the basket,Ball 
avAfA9ymeB4,0,a baby is crawling,a baby
avSpMOJTQkU,0,blue car jumping up and down,blue car
avSpMOJTQkU,1,Guy in black shirt holding a rope,Guy in black shirt
avSpMOJTQkU,2,man in blue standing near yellow line,man in blue 
avq2yhLC2vI,0,a green parrot is rolling ,a green parrot
avq2yhLC2vI,1,a woman on the left is sitting,a woman on the left
ax0ZJ8Yk1J8,0,White dog is walking on the streets,White dog
axFm40fAM4M,0,Duck following another duck on the streets,Duck
axFm40fAM4M,1,a bird is walking in the front,a bird in the front
axkHGnmNsks,0,topless man climbing rocks,topless man
axs3ifQNWdw,0,Black dog running the girl on a bike,Black dog 
axs3ifQNWdw,1,a boy is biking ,a boy 
ay2_twZF_XE,0,a dog is walking,a dog 
ay8tJQ8wb98,0,dog crawling on the floor,dog 
b-6ZKADToAQ,0,baby in white top crawling on the floor,baby in white top
b-6ZKADToAQ,1,man in red shirt squatting ,man in red shirt 
b-6ZKADToAQ,2,the balloon is not doing anything,the balloon
b-6ZKADToAQ,3,a boy in yellow tshirt is standing in the middle,a boy in yellow tshirt in the middle
b-bEtoNzGHY,0,a brown bird on the left is eating food,a brown bird on the left
b-bEtoNzGHY,1,red bird is sitting on the roof,red bird
b-bEtoNzGHY,2,a small sparrow on the middle is eating food,a small sparrow on the middle
b0Z02_-YJjI,0,a cat is eating food,a cat
b2R0UGw2cc0,0,man is running on the track,man 
b2R_4lzpthQ,0,the person on the right with a black shirt is walking,the person on the right with a black shirt
b2R_4lzpthQ,1,Woman in red shirt walking near the building,Woman in red shirt
b2R_4lzpthQ,2,man in white shirt walking on the left,man in white shirt on the left
b2R_4lzpthQ,3,small girl in black walking to the right,small girl in black
b2R_4lzpthQ,4,Woman in white blouse walking to the left,Woman in white blouse
b2R_4lzpthQ,5,a man is walking on the left,a man on the left
b2u5iSfVCKU,0,car rolling on the lawn,car 
b30cVsBScxs,0,a cat is going jumping to another branch,a cat 
b3yVdxutCtw,0,white cat eating corn,white cat
b6bzlwgV3ZQ,0,a man in black is jumping,a man in black 
b6bzlwgV3ZQ,1,a man is jumping,a man 
b6bzlwgV3ZQ,2,Black ball laying on the floor,Black ball 
b6pwRAPlRAo,0,a cat is walking,a cat 
b7D3QscIZso,0,the car is flipping over,the car
b7D3QscIZso,1,the right person in orange is watching a car,the right person in orange
b7D3QscIZso,2,man in black standing on the grass,man in black
b7SnqaGMg5Y,0,man in blue shirt standing on the road,man in blue shirt
b7SnqaGMg5Y,1,Guy in black shirt and red shorts walking towards another guy,Guy in black shirt and red shorts 
b8_ASkhmdCA,0,the girl in red is crawling in some mud,the girl in red 
b8_ASkhmdCA,1,a man in black is crawling in the mud in the middle,a man in black 
b8_ASkhmdCA,2,man in black crawling in the middle,man in black 
bAbbvn_qPi8,0,a baby is crawling in a tube ,a baby
bBvZSU9A1vQ,0,a red car is standing in a parking lot in a house,a red car 
bBvZSU9A1vQ,1,a person on the left is throwing a ball,a person on the left
bBvZSU9A1vQ,2,man is throwing ball to the basket,man 
bCEku_mvAac,0,cat rolling on the bed,cat 
